UserID,Date,Steps,CaloriesBurned,DistanceKm,SleepHours,HeartRate,FoodItem,CaloriesIntake,Protein_g,Fat_g,Carbs_g,WaterIntake_L,Mood,Recommendation
1998,2023-08-14,19138,2432,12.4,6.1,115,Chicken Salad,1524,123.9,47.2,263.1,0.8,Stressed,Drink more water to stay hydrated.
1471,2023-11-29,8831,1902,6.08,5.1,112,Paneer Curry,1443,52.9,84.4,224.3,1.0,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1194,2023-10-05,16557,3852,10.86,6.6,75,Grilled Fish,2409,39.8,70.7,324.0,1.7,Sad,Drink more water to stay hydrated.
1669,2023-10-14,17448,3284,14.66,8.4,82,Dal & Rice,2905,146.0,31.4,105.7,1.9,Energetic,Drink more water to stay hydrated.
1652,2023-10-07,6753,2469,4.31,7.5,90,Egg Wrap,1471,68.4,56.1,291.1,1.0,Tired,Drink more water to stay hydrated.
1274,2023-01-03,4401,1854,2.77,6.6,87,Chicken Salad,2479,49.1,56.0,184.1,2.4,Stressed,Try taking a short walk to stay active.
1006,2023-02-02,10375,2354,7.03,5.5,77,Grilled Fish,2964,127.0,23.2,341.1,2.0,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1904,2023-11-03,6821,2298,4.79,5.1,69,Paneer Curry,2272,35.6,60.1,236.4,3.5,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1978,2023-08-02,13214,3820,9.37,8.5,93,Paneer Curry,2594,125.3,20.5,366.8,1.3,Sad,Drink more water to stay hydrated.
1565,2023-01-30,8971,3540,5.46,5.8,110,Chicken Salad,2283,66.2,73.0,361.0,2.6,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1615,2023-01-25,11660,3563,8.38,8.4,90,Pasta,2962,90.7,42.8,172.0,1.4,Stressed,Drink more water to stay hydrated.
1853,2023-01-28,16665,3175,11.32,5.7,76,Pasta,1756,142.4,82.7,308.8,2.3,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1849,2023-04-07,19236,1445,14.74,5.6,112,Fried Rice,2741,132.8,52.1,272.3,3.6,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1572,2023-03-28,8568,1219,5.69,8.5,77,Veg Sandwich,2549,97.5,44.3,363.9,3.4,Tired,Take a break and do something relaxing.
1598,2023-01-26,13597,2529,11.26,7.5,79,Grilled Fish,2205,121.2,67.7,123.6,3.9,Energetic,Great job! Keep maintaining your healthy routine.
1769,2023-04-30,8708,3634,7.12,6.1,80,Pasta,1727,57.3,22.1,352.0,2.4,Tired,Take a break and do something relaxing.
1177,2023-07-20,18432,2918,11.53,7.5,70,Grilled Fish,1795,35.4,83.7,178.5,3.2,Happy,Great job! Keep maintaining your healthy routine.
1241,2023-12-23,18751,2386,12.76,4.5,81,Egg Wrap,2341,59.4,81.1,370.1,1.4,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1202,2023-12-19,11223,1239,8.05,4.9,116,Fruit Smoothie,2409,102.6,33.2,263.0,3.6,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1542,2023-01-15,12363,3899,8.12,7.8,102,Fried Rice,2902,68.0,72.8,354.0,1.7,Relaxed,Drink more water to stay hydrated.
1800,2023-11-01,19083,2897,13.89,8.3,112,Paneer Curry,1655,131.5,65.4,315.8,1.1,Tired,Drink more water to stay hydrated.
1461,2023-09-11,9911,2349,8.24,4.7,90,Paneer Curry,2726,79.1,40.4,192.9,2.9,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1079,2023-04-21,4145,3107,2.5,6.5,106,Oatmeal,2358,76.7,34.6,374.1,2.9,Happy,Try taking a short walk to stay active.
1522,2023-01-08,7200,1433,4.46,6.8,63,Paneer Curry,1781,74.2,40.5,230.7,2.1,Tired,Take a break and do something relaxing.
1416,2023-12-07,17474,2983,14.81,4.3,119,Paneer Curry,2878,125.0,53.9,313.2,1.2,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1765,2023-05-08,17577,2567,13.7,5.4,61,Grilled Fish,2732,59.2,49.0,309.6,3.1,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1383,2023-07-05,12759,1742,8.68,6.2,66,Egg Wrap,2384,131.6,88.4,248.7,3.1,Relaxed,Great job! Keep maintaining your healthy routine.
1390,2023-01-14,16603,2402,14.88,8.6,96,Dal & Rice,1898,58.5,51.9,313.5,1.6,Stressed,Drink more water to stay hydrated.
1895,2023-08-18,11823,1831,9.06,7.0,96,Dal & Rice,1333,87.7,61.7,219.0,1.0,Sad,Drink more water to stay hydrated.
1798,2023-04-01,19202,1975,15.66,5.1,115,Pasta,2130,39.9,73.2,153.8,3.6,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1687,2023-01-04,9237,1838,8.02,7.4,99,Dal & Rice,2972,144.1,60.8,211.2,1.7,Tired,Drink more water to stay hydrated.
1125,2023-06-01,5926,1204,4.23,5.9,95,Oatmeal,2570,137.3,41.8,342.5,1.9,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1493,2023-08-07,11153,2586,6.95,7.2,84,Chicken Salad,2637,99.6,27.0,314.1,2.5,Relaxed,Great job! Keep maintaining your healthy routine.
1046,2023-03-17,18620,1245,16.69,4.1,117,Pasta,1219,53.2,82.7,175.7,2.5,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1717,2023-10-11,11657,2654,8.0,6.1,111,Fruit Smoothie,1346,97.1,62.4,208.7,3.5,Tired,Take a break and do something relaxing.
1475,2023-12-21,7607,2104,6.09,7.5,114,Fried Rice,2842,81.0,84.4,203.5,2.0,Relaxed,Great job! Keep maintaining your healthy routine.
1948,2023-08-04,18664,3693,11.84,7.8,71,Egg Wrap,1870,42.2,75.1,143.9,0.9,Sad,Drink more water to stay hydrated.
1618,2023-06-08,19665,2265,13.87,8.7,92,Paneer Curry,2817,144.5,27.6,326.7,2.2,Stressed,Take a break and do something relaxing.
1463,2023-09-08,8573,3332,5.85,6.4,112,Egg Wrap,1829,74.7,72.6,180.4,0.7,Stressed,Drink more water to stay hydrated.
1786,2023-03-08,6797,2643,6.04,8.6,119,Oatmeal,1552,35.3,50.4,397.4,0.5,Happy,Drink more water to stay hydrated.
1848,2023-08-10,18310,2805,11.55,8.0,80,Oatmeal,2009,136.8,53.1,198.0,1.7,Relaxed,Drink more water to stay hydrated.
1122,2023-07-11,18080,3775,10.95,6.3,104,Pasta,1692,33.9,84.2,303.1,2.4,Sad,Take a break and do something relaxing.
1473,2023-08-07,2232,3794,1.74,7.2,82,Grilled Fish,1545,93.5,85.6,219.1,0.6,Stressed,Try taking a short walk to stay active.
1133,2023-01-17,11235,2641,8.28,8.6,66,Dal & Rice,1539,87.0,73.5,159.1,3.8,Energetic,Great job! Keep maintaining your healthy routine.
1618,2023-04-17,5130,1501,3.82,5.8,98,Dal & Rice,2708,86.3,69.6,366.9,3.9,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1816,2023-08-15,8873,3312,6.46,8.7,59,Oatmeal,2776,95.8,50.8,236.6,0.5,Relaxed,Drink more water to stay hydrated.
1840,2023-03-22,18646,2376,11.33,7.8,97,Egg Wrap,2281,144.0,46.1,277.5,1.7,Energetic,Drink more water to stay hydrated.
1561,2023-09-24,17564,2838,11.86,4.6,95,Fried Rice,2454,34.9,54.2,373.9,3.2,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1848,2023-06-15,15745,1699,13.54,8.1,107,Pasta,1401,105.7,26.6,306.5,2.4,Happy,Great job! Keep maintaining your healthy routine.
1606,2023-12-23,8367,2692,6.84,5.5,80,Egg Wrap,1626,83.3,67.5,257.3,1.5,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1779,2023-08-22,9372,3124,7.76,4.2,62,Veg Sandwich,1402,104.0,74.3,203.5,3.4,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1022,2023-06-11,10911,1729,9.56,6.6,62,Grilled Fish,2236,94.7,36.0,366.5,2.9,Tired,Take a break and do something relaxing.
1565,2023-06-24,10661,1877,7.55,8.8,82,Dal & Rice,2773,71.1,76.1,371.9,1.3,Sad,Drink more water to stay hydrated.
1885,2023-06-09,15891,2411,10.94,8.2,96,Veg Sandwich,2633,77.7,66.4,151.9,2.0,Relaxed,Great job! Keep maintaining your healthy routine.
1765,2023-12-29,6056,1859,5.16,6.9,107,Fried Rice,2883,85.5,32.3,137.8,3.9,Relaxed,Great job! Keep maintaining your healthy routine.
1964,2023-07-04,18036,3087,15.77,8.7,72,Fried Rice,2994,141.0,71.9,287.9,3.6,Energetic,Great job! Keep maintaining your healthy routine.
1234,2023-06-23,10532,1724,9.09,5.6,72,Pasta,1521,105.7,53.9,314.9,0.9,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1995,2023-08-26,15915,3836,12.75,6.4,61,Dal & Rice,2259,60.5,33.8,161.3,3.1,Happy,Great job! Keep maintaining your healthy routine.
1058,2023-06-12,11220,2963,6.97,8.2,85,Veg Sandwich,1358,117.6,85.5,203.7,0.8,Happy,Drink more water to stay hydrated.
1163,2023-08-26,3119,2330,2.08,4.7,98,Paneer Curry,1223,86.1,20.4,266.9,0.8,Relaxed,Try taking a short walk to stay active.
1770,2023-04-16,16834,2932,14.79,5.4,114,Paneer Curry,1404,138.0,50.0,207.7,0.7,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1825,2023-04-28,11034,3993,8.91,7.1,58,Chicken Salad,1904,108.4,49.4,328.3,1.5,Stressed,Drink more water to stay hydrated.
1215,2023-08-20,9087,2246,6.71,6.4,93,Fried Rice,1572,142.5,61.6,173.2,1.9,Relaxed,Drink more water to stay hydrated.
1182,2023-03-17,7229,1250,5.79,6.7,116,Fried Rice,2714,139.6,25.3,283.8,3.1,Relaxed,Great job! Keep maintaining your healthy routine.
1568,2023-01-05,18052,2394,15.7,6.8,108,Grilled Fish,2959,104.7,87.3,295.7,2.9,Relaxed,Great job! Keep maintaining your healthy routine.
1656,2023-08-06,19760,2850,16.08,5.2,55,Oatmeal,1742,87.3,42.2,104.7,4.0,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1934,2023-10-09,16360,2853,11.93,7.7,68,Dal & Rice,1504,55.8,54.1,346.3,2.8,Sad,Take a break and do something relaxing.
1089,2023-11-29,17235,3150,15.32,8.7,101,Fruit Smoothie,2694,41.3,26.2,293.0,3.8,Tired,Take a break and do something relaxing.
1963,2023-08-24,9287,2063,7.55,7.1,100,Veg Sandwich,1823,101.4,67.4,388.0,1.3,Relaxed,Drink more water to stay hydrated.
1310,2023-11-19,4283,1732,3.6,5.6,62,Veg Sandwich,1225,61.8,56.2,346.2,2.6,Happy,Try taking a short walk to stay active.
1556,2023-02-01,16256,2001,10.52,8.5,108,Fried Rice,1921,147.6,20.1,384.7,3.1,Relaxed,Great job! Keep maintaining your healthy routine.
1971,2023-06-26,7824,2724,6.19,7.7,88,Chicken Salad,1539,118.3,73.3,180.8,2.3,Stressed,Take a break and do something relaxing.
1256,2023-04-29,7806,1548,6.62,6.1,86,Grilled Fish,1464,74.0,74.9,165.9,3.8,Relaxed,Great job! Keep maintaining your healthy routine.
1532,2023-07-09,19516,1713,15.38,5.1,108,Chicken Salad,2299,57.3,82.3,104.1,1.0,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1978,2023-04-12,5695,1708,3.56,8.6,90,Veg Sandwich,1578,111.6,67.6,294.2,2.8,Happy,Great job! Keep maintaining your healthy routine.
1532,2023-12-31,3546,2754,2.2,8.8,68,Grilled Fish,2252,43.8,51.2,271.5,0.8,Happy,Try taking a short walk to stay active.
1051,2023-03-20,1998,3017,1.41,5.8,103,Dal & Rice,1628,128.8,22.0,110.0,2.3,Tired,Try taking a short walk to stay active.
1337,2023-11-18,8648,2584,6.69,7.4,58,Grilled Fish,2486,96.8,56.7,265.2,0.6,Relaxed,Drink more water to stay hydrated.
1170,2023-05-19,4314,1531,3.63,6.7,99,Veg Sandwich,2945,137.3,33.7,260.3,2.6,Tired,Try taking a short walk to stay active.
1947,2023-12-02,3063,3086,2.53,8.0,109,Egg Wrap,1494,106.7,67.1,119.7,0.8,Sad,Try taking a short walk to stay active.
1066,2023-08-14,6887,2149,4.19,8.9,76,Oatmeal,1317,122.6,83.1,219.6,1.9,Happy,Drink more water to stay hydrated.
1624,2023-09-23,11394,2189,7.81,4.8,69,Fried Rice,1431,88.1,41.7,134.5,3.2,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1299,2023-11-29,7324,3136,6.24,5.8,81,Oatmeal,2757,60.8,68.7,396.6,1.3,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1671,2023-08-12,11403,1427,8.26,8.1,90,Dal & Rice,2997,122.5,49.6,109.0,3.8,Stressed,Take a break and do something relaxing.
1777,2023-03-01,12072,3218,7.33,6.4,88,Chicken Salad,2057,30.0,63.5,287.1,3.3,Stressed,Take a break and do something relaxing.
1831,2023-09-21,1515,3861,1.26,5.8,115,Chicken Salad,2800,40.2,66.5,275.0,3.7,Tired,Try taking a short walk to stay active.
1231,2023-02-17,10241,3116,7.89,4.5,109,Fried Rice,1928,36.5,82.4,323.6,1.4,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1974,2023-03-22,9626,1970,6.17,7.1,66,Veg Sandwich,2051,104.6,31.5,237.8,2.5,Tired,Take a break and do something relaxing.
1836,2023-10-24,5812,2463,4.34,7.4,77,Oatmeal,1433,81.4,53.4,350.1,1.3,Happy,Drink more water to stay hydrated.
1067,2023-01-08,18506,1577,11.39,5.9,64,Paneer Curry,2818,63.5,43.9,232.1,1.7,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1505,2023-12-15,11889,1388,10.36,4.2,102,Fruit Smoothie,2630,39.7,57.1,293.2,2.5,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1027,2023-09-06,16249,2412,10.9,4.2,63,Egg Wrap,2405,93.1,60.5,259.9,0.5,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1948,2023-09-01,6119,3411,5.2,4.7,76,Fruit Smoothie,1218,39.1,20.1,221.9,2.0,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1627,2023-06-14,14456,3187,11.96,5.6,95,Fruit Smoothie,2062,140.1,57.2,315.5,3.4,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1050,2023-12-13,12332,3255,9.14,4.6,69,Dal & Rice,2379,138.7,83.7,278.7,3.0,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1692,2023-11-16,17669,3426,11.47,5.9,56,Dal & Rice,2795,138.4,80.0,112.8,2.5,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1259,2023-07-06,4678,2648,4.06,7.7,76,Chicken Salad,2580,96.7,54.8,110.7,2.4,Energetic,Try taking a short walk to stay active.
1590,2023-09-06,18633,1718,12.36,5.6,90,Fried Rice,1966,42.9,22.2,191.3,0.8,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1784,2023-05-07,5714,2903,3.74,4.9,105,Egg Wrap,2039,147.9,36.9,354.0,3.7,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1619,2023-03-29,7178,2740,4.78,6.9,115,Oatmeal,2819,104.6,29.1,364.7,3.7,Energetic,Great job! Keep maintaining your healthy routine.
1962,2023-02-14,7983,2045,5.49,6.9,77,Chicken Salad,2446,32.5,36.8,133.0,1.5,Energetic,Drink more water to stay hydrated.
1585,2023-10-09,9483,3231,6.8,8.5,103,Veg Sandwich,1712,74.5,28.4,147.0,0.8,Relaxed,Drink more water to stay hydrated.
1686,2023-09-03,4748,3051,4.26,7.0,103,Dal & Rice,1330,112.3,36.0,176.5,3.2,Relaxed,Try taking a short walk to stay active.
1183,2023-08-06,15294,1991,12.22,7.8,66,Dal & Rice,1583,36.2,58.6,209.6,3.9,Relaxed,Great job! Keep maintaining your healthy routine.
1022,2023-01-15,17957,1929,11.22,4.9,103,Fruit Smoothie,2599,90.8,89.3,338.9,1.7,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1785,2023-09-13,1831,2548,1.14,7.3,114,Pasta,1836,103.3,27.3,285.4,3.0,Stressed,Try taking a short walk to stay active.
1128,2023-11-10,13505,1311,8.35,6.4,81,Paneer Curry,2223,102.7,38.5,263.2,3.2,Relaxed,Great job! Keep maintaining your healthy routine.
1290,2023-06-26,1353,2167,1.0,7.8,94,Fruit Smoothie,2033,118.3,61.3,259.6,1.4,Happy,Try taking a short walk to stay active.
1831,2023-12-01,3762,3990,2.7,6.7,78,Paneer Curry,1732,104.7,64.9,300.3,3.2,Sad,Try taking a short walk to stay active.
1500,2023-08-03,18163,3462,15.62,7.1,90,Grilled Fish,1730,59.8,69.3,213.5,3.9,Sad,Take a break and do something relaxing.
1185,2023-01-25,14447,2201,10.34,5.1,109,Pasta,1579,86.3,31.5,322.8,3.0,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1478,2023-11-20,1808,3528,1.32,4.8,80,Dal & Rice,2009,94.6,34.1,296.3,4.0,Stressed,Try taking a short walk to stay active.
1570,2023-10-19,13356,2553,10.56,8.8,87,Grilled Fish,2203,89.8,74.0,357.6,3.0,Relaxed,Great job! Keep maintaining your healthy routine.
1491,2023-04-27,4180,2493,3.5,7.7,116,Pasta,1821,51.4,33.9,363.2,1.4,Happy,Try taking a short walk to stay active.
1512,2023-03-21,14257,2545,12.02,8.2,109,Veg Sandwich,1984,129.8,24.5,214.1,2.2,Stressed,Take a break and do something relaxing.
1642,2023-06-24,13842,2594,11.34,7.2,93,Fried Rice,2799,48.5,85.8,371.3,2.2,Happy,Great job! Keep maintaining your healthy routine.
1066,2023-08-20,3563,3410,2.66,4.2,59,Oatmeal,2760,83.8,74.8,316.6,3.2,Sad,Try taking a short walk to stay active.
1804,2023-11-11,8097,3928,7.14,6.3,77,Chicken Salad,1531,67.3,86.1,348.3,0.8,Stressed,Drink more water to stay hydrated.
1466,2023-02-09,16495,1358,11.97,8.8,83,Paneer Curry,2911,42.1,47.5,158.4,0.7,Energetic,Drink more water to stay hydrated.
1284,2023-06-20,15344,1434,11.24,6.7,79,Oatmeal,2348,140.4,67.4,256.3,3.7,Stressed,Take a break and do something relaxing.
1600,2023-04-27,17256,1251,14.78,4.0,112,Oatmeal,1921,110.2,55.5,256.4,1.9,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1416,2023-07-03,15699,1882,11.02,4.6,104,Chicken Salad,2953,91.1,67.0,214.7,0.7,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1099,2023-03-22,17835,3268,12.8,8.7,119,Pasta,1673,50.8,27.1,300.9,1.5,Sad,Drink more water to stay hydrated.
1188,2023-03-12,19936,3914,13.27,8.7,75,Fried Rice,1308,77.2,48.2,389.5,2.7,Stressed,Take a break and do something relaxing.
1988,2023-05-20,19091,3227,11.56,6.0,109,Fried Rice,1297,81.5,42.7,374.2,1.2,Stressed,Drink more water to stay hydrated.
1889,2023-07-12,7894,2781,6.47,4.9,70,Fried Rice,2130,147.0,40.3,292.1,2.3,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1857,2023-06-20,9317,3677,5.67,6.4,96,Fruit Smoothie,2321,68.1,45.3,287.8,2.0,Relaxed,Great job! Keep maintaining your healthy routine.
1387,2023-04-11,16214,2778,12.29,8.5,68,Fried Rice,2305,142.7,28.4,153.9,1.5,Relaxed,Drink more water to stay hydrated.
1240,2023-03-11,12239,1388,10.92,8.8,95,Veg Sandwich,1592,35.9,24.6,301.9,3.1,Happy,Great job! Keep maintaining your healthy routine.
1781,2023-06-23,16612,3505,12.96,6.7,119,Paneer Curry,1419,148.6,63.5,301.1,0.7,Sad,Drink more water to stay hydrated.
1730,2023-07-08,16745,1724,10.2,5.1,87,Fruit Smoothie,2860,135.0,55.5,107.6,2.1,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1416,2023-08-03,14531,1967,11.73,8.0,88,Fried Rice,2667,110.3,63.0,320.1,1.2,Energetic,Drink more water to stay hydrated.
1917,2023-01-25,18840,3792,15.63,4.4,69,Paneer Curry,2384,121.1,49.6,319.6,2.6,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1175,2023-03-30,5595,2514,3.91,8.8,69,Paneer Curry,1416,71.4,67.0,342.7,3.5,Tired,Take a break and do something relaxing.
1386,2023-05-11,9414,1844,5.79,8.1,107,Pasta,2934,88.6,70.2,108.0,3.9,Stressed,Take a break and do something relaxing.
1470,2023-07-15,4731,1256,3.27,4.1,75,Fried Rice,2005,105.4,82.5,200.3,3.6,Tired,Try taking a short walk to stay active.
1852,2023-11-15,13157,2062,8.03,5.3,103,Fried Rice,1243,103.6,87.8,381.3,1.8,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1232,2023-10-13,8226,3167,5.75,4.7,98,Chicken Salad,1769,70.5,74.1,184.2,3.0,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1662,2023-08-13,19590,3284,16.4,6.3,95,Egg Wrap,1593,74.8,73.8,367.3,2.5,Tired,Take a break and do something relaxing.
1451,2023-12-15,18027,2309,15.74,6.3,71,Fruit Smoothie,2126,146.8,22.7,304.7,2.8,Happy,Great job! Keep maintaining your healthy routine.
1276,2023-11-30,12162,2711,8.81,7.8,97,Fruit Smoothie,1252,54.1,61.0,261.3,2.1,Stressed,Take a break and do something relaxing.
1228,2023-12-07,16739,1940,14.64,5.7,83,Dal & Rice,1293,54.5,42.7,398.9,2.6,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1170,2023-11-23,19110,2950,16.39,6.0,81,Dal & Rice,1654,143.0,23.8,169.0,3.2,Happy,Great job! Keep maintaining your healthy routine.
1734,2023-05-29,13510,2383,9.96,5.0,57,Fruit Smoothie,1514,36.4,78.3,211.3,3.3,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1212,2023-03-12,16814,1269,14.6,4.9,63,Fruit Smoothie,2471,94.5,79.8,392.2,1.8,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1281,2023-05-09,15246,3467,11.49,7.7,95,Egg Wrap,1381,30.7,43.1,148.3,1.4,Sad,Drink more water to stay hydrated.
1040,2023-10-17,13609,3251,10.95,6.6,84,Pasta,2020,142.9,46.5,378.7,3.9,Energetic,Great job! Keep maintaining your healthy routine.
1121,2023-03-28,13109,2488,7.89,6.8,89,Paneer Curry,1638,125.2,52.1,221.6,3.1,Stressed,Take a break and do something relaxing.
1226,2023-01-18,14162,3730,11.21,4.5,83,Oatmeal,1214,113.0,46.4,274.6,2.8,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1293,2023-02-12,8469,3170,6.75,8.0,84,Pasta,2031,127.4,65.6,117.4,3.4,Tired,Take a break and do something relaxing.
1599,2023-03-17,7309,1610,5.08,6.2,104,Veg Sandwich,1344,134.8,27.5,194.1,3.1,Stressed,Take a break and do something relaxing.
1266,2023-11-30,5034,2907,4.27,8.2,57,Fruit Smoothie,1532,79.4,34.0,285.2,3.4,Stressed,Take a break and do something relaxing.
1540,2023-02-10,3204,2489,2.16,6.8,89,Oatmeal,2817,37.8,69.4,388.3,2.1,Tired,Try taking a short walk to stay active.
1758,2023-12-28,14240,1439,11.02,7.2,68,Dal & Rice,1707,79.2,64.8,137.0,2.3,Relaxed,Great job! Keep maintaining your healthy routine.
1827,2023-12-31,14999,2159,11.27,6.1,106,Fruit Smoothie,2552,117.6,37.2,153.9,3.7,Energetic,Great job! Keep maintaining your healthy routine.
1450,2023-10-07,17572,3420,12.99,7.4,119,Dal & Rice,1669,109.9,73.7,221.4,3.3,Energetic,Great job! Keep maintaining your healthy routine.
1448,2023-10-07,9642,3777,5.85,6.2,82,Fruit Smoothie,1228,98.4,80.8,144.7,3.5,Energetic,Great job! Keep maintaining your healthy routine.
1755,2023-09-16,14487,1781,12.9,6.6,82,Veg Sandwich,2675,33.4,39.7,291.2,1.1,Energetic,Drink more water to stay hydrated.
1060,2023-11-25,9157,2497,7.54,6.2,107,Fried Rice,1479,134.5,31.3,161.9,1.4,Sad,Drink more water to stay hydrated.
1501,2023-01-24,6201,2298,3.77,7.2,70,Fruit Smoothie,2900,130.1,35.2,113.1,0.8,Tired,Drink more water to stay hydrated.
1146,2023-10-23,8490,2914,6.03,8.0,64,Paneer Curry,2121,33.7,65.6,219.0,4.0,Tired,Take a break and do something relaxing.
1685,2023-11-23,4452,1793,3.12,8.6,108,Paneer Curry,2360,146.5,47.7,243.3,3.9,Sad,Try taking a short walk to stay active.
1944,2023-04-19,19189,2782,13.48,7.9,68,Veg Sandwich,1261,113.6,74.8,248.0,2.8,Energetic,Great job! Keep maintaining your healthy routine.
1789,2023-12-25,16918,1982,12.89,8.6,59,Veg Sandwich,2971,106.8,47.6,302.3,2.6,Tired,Take a break and do something relaxing.
1333,2023-10-16,8514,2609,5.15,8.2,116,Grilled Fish,2354,125.5,25.3,196.0,0.6,Tired,Drink more water to stay hydrated.
1880,2023-11-14,18853,3902,12.38,5.3,56,Fruit Smoothie,2267,133.5,27.2,356.8,2.0,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1952,2023-12-07,15073,1657,9.78,7.1,84,Paneer Curry,2154,57.2,30.3,313.2,2.7,Energetic,Great job! Keep maintaining your healthy routine.
1890,2023-11-13,9609,2595,6.51,5.0,57,Dal & Rice,2565,142.6,49.8,350.2,3.7,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1141,2023-12-15,9666,3627,8.27,7.3,86,Pasta,1391,97.9,39.0,265.6,0.8,Relaxed,Drink more water to stay hydrated.
1043,2023-01-27,5140,2115,3.15,7.5,91,Egg Wrap,1792,32.3,44.2,215.6,2.2,Relaxed,Great job! Keep maintaining your healthy routine.
1143,2023-05-06,11396,1802,7.82,4.5,109,Fruit Smoothie,1835,101.0,48.7,284.7,1.5,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1864,2023-11-12,12164,2229,10.63,8.6,115,Fried Rice,2954,55.1,37.0,232.4,3.5,Tired,Take a break and do something relaxing.
1332,2023-06-19,2214,3166,1.88,7.6,66,Fried Rice,2335,112.0,40.1,299.4,0.8,Relaxed,Try taking a short walk to stay active.
1997,2023-02-16,3033,1476,2.37,8.8,77,Grilled Fish,2747,95.0,88.7,322.0,3.6,Tired,Try taking a short walk to stay active.
1496,2023-12-09,12823,3450,8.67,7.4,67,Egg Wrap,2390,133.2,54.0,360.0,3.9,Tired,Take a break and do something relaxing.
1395,2023-06-30,10611,3524,8.46,8.1,62,Grilled Fish,2688,74.3,23.8,325.1,2.1,Relaxed,Great job! Keep maintaining your healthy routine.
1054,2023-12-31,12725,2310,10.72,8.1,78,Grilled Fish,1805,112.3,46.5,332.3,2.5,Sad,Take a break and do something relaxing.
1306,2023-03-14,6038,2448,4.23,4.2,80,Oatmeal,1576,143.0,59.2,309.8,0.8,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1869,2023-05-02,15372,3580,9.47,5.5,92,Dal & Rice,2374,41.3,62.2,301.0,3.5,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1422,2023-12-19,8930,1954,8.01,7.0,74,Oatmeal,1899,80.8,68.6,203.0,3.5,Stressed,Take a break and do something relaxing.
1416,2023-07-05,17509,3637,12.42,4.8,96,Pasta,1701,148.9,61.6,296.3,0.9,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1672,2023-11-20,4582,2767,3.91,6.7,70,Fried Rice,2002,60.9,48.0,122.5,1.0,Sad,Try taking a short walk to stay active.
1796,2023-11-15,12592,2155,8.3,7.3,69,Fried Rice,1446,33.6,74.6,268.8,3.2,Relaxed,Great job! Keep maintaining your healthy routine.
1324,2023-03-23,11012,2897,9.43,5.7,86,Fruit Smoothie,2563,73.1,27.2,358.0,3.6,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
